universe, channel, y,z,x, phi, theta,R,G,B, size
52,177,-2.2432577797743,3.4,1.7371587422277,0,0,100,0,100,0.01
52,180,-2.2586557766725,3.4,1.7307806963436,0,0,100,0,100,0.01
52,183,-2.2740537735708,3.4,1.7244026504595,0,0,100,0,100,0.01
52,186,-2.289451770469,3.4,1.7180246045754,0,0,100,0,100,0.01
52,189,-2.3048497673672,3.4,1.7116465586913,0,0,100,0,100,0.01
52,192,-2.3202477642654,3.4,1.7052685128072,0,0,100,0,100,0.01
52,195,-2.3356457611637,3.4,1.698890466923,0,0,100,0,100,0.01
52,198,-2.3510437580619,3.4,1.6925124210389,0,0,100,0,100,0.01
52,201,-2.3664417549601,3.4,1.6861343751548,0,0,100,0,100,0.01
52,204,-2.3818397518584,3.4,1.6797563292707,0,0,100,0,100,0.01
52,207,-2.3972377487566,3.4,1.6733782833866,0,0,100,0,100,0.01
52,210,-2.4126357456548,3.4,1.6670002375025,0,0,100,0,100,0.01
52,213,-2.428033742553,3.4,1.6606221916184,0,0,100,0,100,0.01
52,216,-2.4434317394513,3.4,1.6542441457342,0,0,100,0,100,0.01
52,219,-2.4588297363495,3.4,1.6478660998501,0,0,100,0,100,0.01
52,222,-2.4742277332477,3.4,1.641488053966,0,0,100,0,100,0.01
52,225,-2.489625730146,3.4,1.6351100080819,0,0,100,0,100,0.01
52,228,-2.5050237270442,3.4,1.6287319621978,0,0,100,0,100,0.01
52,231,-2.5204217239424,3.4,1.6223539163137,0,0,100,0,100,0.01
52,234,-2.5358197208407,3.4,1.6159758704295,0,0,100,0,100,0.01
52,237,-2.5512177177389,3.4,1.6095978245454,0,0,100,0,100,0.01
52,240,-2.5666157146371,3.4,1.6032197786613,0,0,100,0,100,0.01
52,243,-2.5820137115353,3.4,1.5968417327772,0,0,100,0,100,0.01
52,246,-2.5974117084336,3.4,1.5904636868931,0,0,100,0,100,0.01
52,249,-2.6128097053318,3.4,1.584085641009,0,0,100,0,100,0.01
52,252,-2.62820770223,3.4,1.5777075951248,0,0,100,0,100,0.01
52,255,-2.6436056991283,3.4,1.5713295492407,0,0,100,0,100,0.01
52,258,-2.6590036960265,3.4,1.5649515033566,0,0,100,0,100,0.01
52,261,-2.6744016929247,3.4,1.5585734574725,0,0,100,0,100,0.01
52,264,-2.6897996898229,3.4,1.5521954115884,0,0,100,0,100,0.01
52,267,-2.7051976867212,3.4,1.5458173657043,0,0,100,0,100,0.01
52,270,-2.7205956836194,3.4,1.5394393198201,0,0,100,0,100,0.01
52,273,-2.7359936805176,3.4,1.533061273936,0,0,100,0,100,0.01
52,276,-2.7513916774159,3.4,1.5266832280519,0,0,100,0,100,0.01
52,279,-2.7667896743141,3.4,1.5203051821678,0,0,100,0,100,0.01
52,282,-2.7821876712123,3.4,1.5139271362837,0,0,100,0,100,0.01
52,285,-2.7975856681106,3.4,1.5075490903996,0,0,100,0,100,0.01
52,288,-2.8129836650088,3.4,1.5011710445154,0,0,100,0,100,0.01
52,291,-2.828381661907,3.4,1.4947929986313,0,0,100,0,100,0.01
52,294,-2.8437796588052,3.4,1.4884149527472,0,0,100,0,100,0.01
52,297,-2.8591776557035,3.4,1.4820369068631,0,0,100,0,100,0.01
52,300,-2.8745756526017,3.4,1.475658860979,0,0,100,0,100,0.01
52,303,-2.8899736494999,3.4,1.4692808150949,0,0,100,0,100,0.01
52,306,-2.9053716463982,3.4,1.4629027692107,0,0,100,0,100,0.01
52,309,-2.9207696432964,3.4,1.4565247233266,0,0,100,0,100,0.01
52,312,-2.9361676401946,3.4,1.4501466774425,0,0,100,0,100,0.01
52,315,-2.9515656370928,3.4,1.4437686315584,0,0,100,0,100,0.01
52,318,-2.9669636339911,3.4,1.4373905856743,0,0,100,0,100,0.01
52,321,-2.9823616308893,3.4,1.4310125397902,0,0,100,0,100,0.01
52,324,-2.9977596277875,3.4,1.424634493906,0,0,100,0,100,0.01
52,327,-3.0131576246858,3.4,1.4182564480219,0,0,100,0,100,0.01
52,330,-3.028555621584,3.4,1.4118784021378,0,0,100,0,100,0.01
52,333,-3.0439536184822,3.4,1.4055003562537,0,0,100,0,100,0.01
52,336,-3.0593516153805,3.4,1.3991223103696,0,0,100,0,100,0.01
52,339,-3.0747496122787,3.4,1.3927442644855,0,0,100,0,100,0.01
52,342,-3.0901476091769,3.4,1.3863662186014,0,0,100,0,100,0.01
52,345,-3.1055456060751,3.4,1.3799881727172,0,0,100,0,100,0.01
52,348,-3.1209436029734,3.4,1.3736101268331,0,0,100,0,100,0.01
52,351,-3.1363415998716,3.4,1.367232080949,0,0,100,0,100,0.01
52,354,-3.1517395967698,3.4,1.3608540350649,0,0,100,0,100,0.01
52,357,-3.1671375936681,3.4,1.3544759891808,0,0,100,0,100,0.01
52,360,-3.1825355905663,3.4,1.3480979432967,0,0,100,0,100,0.01
52,363,-3.1979335874645,3.4,1.3417198974125,0,0,100,0,100,0.01
52,366,-3.2133315843627,3.4,1.3353418515284,0,0,100,0,100,0.01
52,369,-3.228729581261,3.4,1.3289638056443,0,0,100,0,100,0.01
52,372,-3.2441275781592,3.4,1.3225857597602,0,0,100,0,100,0.01
52,375,-3.2595255750574,3.4,1.3162077138761,0,0,100,0,100,0.01
52,378,-3.2749235719557,3.4,1.309829667992,0,0,100,0,100,0.01
52,381,-3.2903215688539,3.4,1.3034516221078,0,0,100,0,100,0.01
52,384,-3.3057195657521,3.4,1.2970735762237,0,0,100,0,100,0.01
52,387,-3.3211175626504,3.4,1.2906955303396,0,0,100,0,100,0.01
52,390,-3.3365155595486,3.4,1.2843174844555,0,0,100,0,100,0.01
52,393,-3.3519135564468,3.4,1.2779394385714,0,0,100,0,100,0.01
52,396,-3.367311553345,3.4,1.2715613926873,0,0,100,0,100,0.01
52,399,-3.3827095502433,3.4,1.2651833468031,0,0,100,0,100,0.01
52,402,-3.3981075471415,3.4,1.258805300919,0,0,100,0,100,0.01
52,405,-3.4135055440397,3.4,1.2524272550349,0,0,100,0,100,0.01
52,408,-3.428903540938,3.4,1.2460492091508,0,0,100,0,100,0.01
52,411,-3.4443015378362,3.4,1.2396711632667,0,0,100,0,100,0.01
52,414,-3.4596995347344,3.4,1.2332931173826,0,0,100,0,100,0.01
52,417,-3.4750975316326,3.4,1.2269150714984,0,0,100,0,100,0.01
52,420,-3.4904955285309,3.4,1.2205370256143,0,0,100,0,100,0.01
52,423,-3.5058935254291,3.4,1.2141589797302,0,0,100,0,100,0.01
52,426,-3.5212915223273,3.4,1.2077809338461,0,0,100,0,100,0.01
52,429,-3.5366895192256,3.4,1.201402887962,0,0,100,0,100,0.01
52,432,-3.5520875161238,3.4,1.1950248420779,0,0,100,0,100,0.01
52,435,-3.567485513022,3.4,1.1886467961937,0,0,100,0,100,0.01
52,438,-3.5828835099203,3.4,1.1822687503096,0,0,100,0,100,0.01
52,441,-3.5982815068185,3.4,1.1758907044255,0,0,100,0,100,0.01
52,444,-3.6136795037167,3.4,1.1695126585414,0,0,100,0,100,0.01
52,447,-3.6290775006149,3.4,1.1631346126573,0,0,100,0,100,0.01
52,450,-3.6444754975132,3.4,1.1567565667732,0,0,100,0,100,0.01
52,453,-3.6598734944114,3.4,1.150378520889,0,0,100,0,100,0.01
52,456,-3.6752714913096,3.4,1.1440004750049,0,0,100,0,100,0.01
52,459,-3.6906694882079,3.4,1.1376224291208,0,0,100,0,100,0.01
52,462,-3.7060674851061,3.4,1.1312443832367,0,0,100,0,100,0.01
52,465,-3.7214654820043,3.4,1.1248663373526,0,0,100,0,100,0.01
52,468,-3.7368634789025,3.4,1.1184882914685,0,0,100,0,100,0.01
52,471,-3.7522614758008,3.4,1.1121102455844,0,0,100,0,100,0.01
52,474,-3.767659472699,3.4,1.1057321997002,0,0,100,0,100,0.01
52,477,-3.7830574695972,3.4,1.0993541538161,0,0,100,0,100,0.01
52,480,-3.7984554664955,3.4,1.092976107932,0,0,100,0,100,0.01
52,483,-3.8138534633937,3.4,1.0865980620479,0,0,100,0,100,0.01
52,486,-3.8292514602919,3.4,1.0802200161638,0,0,100,0,100,0.01
52,489,-3.8446494571902,3.4,1.0738419702797,0,0,100,0,100,0.01
52,492,-3.8600474540884,3.4,1.0674639243955,0,0,100,0,100,0.01
52,495,-3.8754454509866,3.4,1.0610858785114,0,0,100,0,100,0.01
52,498,-3.8908434478848,3.4,1.0547078326273,0,0,100,0,100,0.01
52,501,-3.9062414447831,3.4,1.0483297867432,0,0,100,0,100,0.01
52,504,-3.9216394416813,3.4,1.0419517408591,0,0,100,0,100,0.01
52,507,-3.9370374385795,3.4,1.035573694975,0,0,100,0,100,0.01
53,0,-3.9524354354778,3.4,1.0291956490908,0,0,100,0,100,0.01
53,3,-3.967833432376,3.4,1.0228176032067,0,0,100,0,100,0.01
53,6,-3.9832314292742,3.4,1.0164395573226,0,0,100,0,100,0.01
53,9,-3.9977008137168,3.3942996654153,1.0104461545119,0,0,100,0,100,0.01
53,12,-4.0094963651134,3.3835865404415,1.0055602873089,0,0,100,0,100,0.01
53,15,-4.0171953664678,3.3691527855273,1.0023712631635,0,0,100,0,100,0.01
53,18,-4.0198692049738,3.3527393238178,1.001263725294,0,0,100,0,100,0.01
53,21,-4.0198692100058,3.3360726571511,1.0012637232097,0,0,100,0,100,0.01
53,24,-4.0198692150378,3.3194059904845,1.0012637211254,0,0,100,0,100,0.01
53,27,-4.0198692200697,3.3027393238178,1.0012637190411,0,0,100,0,100,0.01
53,30,-4.0198692251017,3.2860726571511,1.0012637169568,0,0,100,0,100,0.01
53,33,-4.0198692301337,3.2694059904845,1.0012637148725,0,0,100,0,100,0.01
53,36,-4.0198692351657,3.2527393238178,1.0012637127882,0,0,100,0,100,0.01
53,39,-4.0198692401977,3.2360726571511,1.0012637107039,0,0,100,0,100,0.01
53,42,-4.0198692452297,3.2194059904845,1.0012637086195,0,0,100,0,100,0.01
53,45,-4.0198692502617,3.2027393238178,1.0012637065352,0,0,100,0,100,0.01
53,48,-4.0198692552937,3.1860726571511,1.0012637044509,0,0,100,0,100,0.01
53,51,-4.0198692603256,3.1694059904845,1.0012637023666,0,0,100,0,100,0.01
53,54,-4.0198692653576,3.1527393238178,1.0012637002823,0,0,100,0,100,0.01
53,57,-4.0198692703896,3.1360726571512,1.001263698198,0,0,100,0,100,0.01
53,60,-4.0198692754216,3.1194059904845,1.0012636961137,0,0,100,0,100,0.01
53,63,-4.0198692804536,3.1027393238178,1.0012636940294,0,0,100,0,100,0.01
53,66,-4.0198692854856,3.0860726571512,1.001263691945,0,0,100,0,100,0.01
53,69,-4.0198692905176,3.0694059904845,1.0012636898607,0,0,100,0,100,0.01
53,72,-4.0198692955495,3.0527393238178,1.0012636877764,0,0,100,0,100,0.01
53,75,-4.0198693005815,3.0360726571512,1.0012636856921,0,0,100,0,100,0.01
53,78,-4.0198693056135,3.0194059904845,1.0012636836078,0,0,100,0,100,0.01
53,81,-4.0198693106455,3.0027393238178,1.0012636815235,0,0,100,0,100,0.01
53,84,-4.0198693156775,2.9860726571512,1.0012636794392,0,0,100,0,100,0.01
53,87,-4.0198693207095,2.9694059904845,1.0012636773549,0,0,100,0,100,0.01
53,90,-4.0198693257415,2.9527393238178,1.0012636752705,0,0,100,0,100,0.01
53,93,-4.0198693307735,2.9360726571512,1.0012636731862,0,0,100,0,100,0.01
53,96,-4.0198693358054,2.9194059904845,1.0012636711019,0,0,100,0,100,0.01
53,99,-4.0198693408374,2.9027393238178,1.0012636690176,0,0,100,0,100,0.01
53,102,-4.0198693458694,2.8860726571512,1.0012636669333,0,0,100,0,100,0.01
53,105,-4.0198693509014,2.8694059904845,1.001263664849,0,0,100,0,100,0.01
53,108,-4.0198693559334,2.8527393238178,1.0012636627647,0,0,100,0,100,0.01
53,111,-4.0198693609654,2.8360726571512,1.0012636606803,0,0,100,0,100,0.01
53,114,-4.0198693659974,2.8194059904845,1.001263658596,0,0,100,0,100,0.01
53,117,-4.0198693710294,2.8027393238178,1.0012636565117,0,0,100,0,100,0.01
53,120,-4.0198693760613,2.7860726571512,1.0012636544274,0,0,100,0,100,0.01
53,123,-4.0198693810933,2.7694059904845,1.0012636523431,0,0,100,0,100,0.01
53,126,-4.0198693861253,2.7527393238178,1.0012636502588,0,0,100,0,100,0.01
53,129,-4.0198693911573,2.7360726571512,1.0012636481745,0,0,100,0,100,0.01
53,132,-4.0198693961893,2.7194059904845,1.0012636460902,0,0,100,0,100,0.01
53,135,-4.0198694012213,2.7027393238178,1.0012636440058,0,0,100,0,100,0.01
53,138,-4.0198694062533,2.6860726571512,1.0012636419215,0,0,100,0,100,0.01
53,141,-4.0198694112852,2.6694059904845,1.0012636398372,0,0,100,0,100,0.01
53,144,-4.0198694163172,2.6527393238178,1.0012636377529,0,0,100,0,100,0.01
53,147,-4.0198694213492,2.6360726571512,1.0012636356686,0,0,100,0,100,0.01
53,150,-4.0198694263812,2.6194059904845,1.0012636335843,0,0,100,0,100,0.01
53,153,-4.0198694314132,2.6027393238178,1.0012636315,0,0,100,0,100,0.01
53,156,-4.0198694364452,2.5860726571512,1.0012636294157,0,0,100,0,100,0.01
53,159,-4.0198694414772,2.5694059904845,1.0012636273313,0,0,100,0,100,0.01
53,162,-4.0198694465092,2.5527393238179,1.001263625247,0,0,100,0,100,0.01
53,165,-4.0198694515411,2.5360726571512,1.0012636231627,0,0,100,0,100,0.01
53,168,-4.0198694565731,2.5194059904845,1.0012636210784,0,0,100,0,100,0.01
53,171,-4.0198694616051,2.5027393238179,1.0012636189941,0,0,100,0,100,0.01
53,174,-4.0198694666371,2.4860726571512,1.0012636169098,0,0,100,0,100,0.01
53,177,-4.0198694716691,2.4694059904845,1.0012636148255,0,0,100,0,100,0.01
54,0,-1.3162940087003,3.4,2.0788860824631,0,0,100,0,100,0.01
54,3,-1.3301518427586,3.4,2.0696265893351,0,0,100,0,100,0.01
54,6,-1.344009676817,3.4,2.060367096207,0,0,100,0,100,0.01
54,9,-1.3578675108753,3.4,2.0511076030789,0,0,100,0,100,0.01
54,12,-1.3717253449337,3.4,2.0418481099508,0,0,100,0,100,0.01
54,15,-1.3855831789921,3.4,2.0325886168228,0,0,100,0,100,0.01
54,18,-1.3994410130504,3.4,2.0233291236947,0,0,100,0,100,0.01
54,21,-1.4132988471088,3.4,2.0140696305666,0,0,100,0,100,0.01
54,24,-1.4271566811671,3.4,2.0048101374385,0,0,100,0,100,0.01
54,27,-1.4410145152255,3.4,1.9955506443105,0,0,100,0,100,0.01
54,30,-1.4548723492838,3.4,1.9862911511824,0,0,100,0,100,0.01
54,33,-1.4687301833422,3.4,1.9770316580543,0,0,100,0,100,0.01
54,36,-1.4825880174006,3.4,1.9677721649263,0,0,100,0,100,0.01
54,39,-1.4964458514589,3.4,1.9585126717982,0,0,100,0,100,0.01
54,42,-1.5103036855173,3.4,1.9492531786701,0,0,100,0,100,0.01
54,45,-1.5241615195756,3.4,1.939993685542,0,0,100,0,100,0.01
54,48,-1.538019353634,3.4,1.930734192414,0,0,100,0,100,0.01
54,51,-1.5518771876923,3.4,1.9214746992859,0,0,100,0,100,0.01
54,54,-1.5657350217507,3.4,1.9122152061578,0,0,100,0,100,0.01
54,57,-1.5795928558091,3.4,1.9029557130297,0,0,100,0,100,0.01
54,60,-1.5934506898674,3.4,1.8936962199017,0,0,100,0,100,0.01
54,63,-1.6073085239258,3.4,1.8844367267736,0,0,100,0,100,0.01
54,66,-1.6211663579841,3.4,1.8751772336455,0,0,100,0,100,0.01
54,69,-1.6350241920425,3.4,1.8659177405174,0,0,100,0,100,0.01
54,72,-1.6488820261008,3.4,1.8566582473894,0,0,100,0,100,0.01
54,75,-1.6627398601592,3.4,1.8473987542613,0,0,100,0,100,0.01
54,78,-1.6765976942176,3.4,1.8381392611332,0,0,100,0,100,0.01
54,81,-1.6904555282759,3.4,1.8288797680052,0,0,100,0,100,0.01
54,84,-1.7043133623343,3.4,1.8196202748771,0,0,100,0,100,0.01
54,87,-1.7181711963926,3.4,1.810360781749,0,0,100,0,100,0.01
54,90,-1.732029030451,3.4,1.8011012886209,0,0,100,0,100,0.01
54,93,-1.7458868645093,3.4,1.7918417954929,0,0,100,0,100,0.01
54,96,-1.7597446985677,3.4,1.7825823023648,0,0,100,0,100,0.01
54,99,-1.773602532626,3.4,1.7733228092367,0,0,100,0,100,0.01
54,102,-1.7874603666844,3.4,1.7640633161086,0,0,100,0,100,0.01
54,105,-1.8013182007428,3.4,1.7548038229806,0,0,100,0,100,0.01
54,108,-1.8151760348011,3.4,1.7455443298525,0,0,100,0,100,0.01
54,111,-1.8290338688595,3.4,1.7362848367244,0,0,100,0,100,0.01
54,114,-1.8428917029178,3.4,1.7270253435964,0,0,100,0,100,0.01
54,117,-1.8567495369762,3.4,1.7177658504683,0,0,100,0,100,0.01
54,120,-1.8706073710345,3.4,1.7085063573402,0,0,100,0,100,0.01
54,123,-1.8844652050929,3.4,1.6992468642121,0,0,100,0,100,0.01
54,126,-1.8983230391513,3.4,1.6899873710841,0,0,100,0,100,0.01
54,129,-1.9121808732096,3.4,1.680727877956,0,0,100,0,100,0.01
54,132,-1.926038707268,3.4,1.6714683848279,0,0,100,0,100,0.01
54,135,-1.9398965413263,3.4,1.6622088916998,0,0,100,0,100,0.01
54,138,-1.9537543753847,3.4,1.6529493985718,0,0,100,0,100,0.01
54,141,-1.967612209443,3.4,1.6436899054437,0,0,100,0,100,0.01
54,144,-1.9814700435014,3.4,1.6344304123156,0,0,100,0,100,0.01
54,147,-1.9953278775598,3.4,1.6251709191876,0,0,100,0,100,0.01
54,150,-2.0091857116181,3.4,1.6159114260595,0,0,100,0,100,0.01
54,153,-2.0230435456765,3.4,1.6066519329314,0,0,100,0,100,0.01
54,156,-2.0369013797348,3.4,1.5973924398033,0,0,100,0,100,0.01
54,159,-2.0507592137932,3.4,1.5881329466753,0,0,100,0,100,0.01
54,162,-2.0646170478515,3.4,1.5788734535472,0,0,100,0,100,0.01
54,165,-2.0784748819099,3.4,1.5696139604191,0,0,100,0,100,0.01
54,168,-2.0923327159682,3.4,1.560354467291,0,0,100,0,100,0.01
54,171,-2.1061905500266,3.4,1.551094974163,0,0,100,0,100,0.01
54,174,-2.120048384085,3.4,1.5418354810349,0,0,100,0,100,0.01
54,177,-2.1339062181433,3.4,1.5325759879068,0,0,100,0,100,0.01
54,180,-2.1477640522017,3.4,1.5233164947788,0,0,100,0,100,0.01
54,183,-2.16162188626,3.4,1.5140570016507,0,0,100,0,100,0.01
54,186,-2.1754797203184,3.4,1.5047975085226,0,0,100,0,100,0.01
54,189,-2.1893375543767,3.4,1.4955380153945,0,0,100,0,100,0.01
54,192,-2.2031953884351,3.4,1.4862785222665,0,0,100,0,100,0.01
54,195,-2.2170532224935,3.4,1.4770190291384,0,0,100,0,100,0.01
54,198,-2.2309110565518,3.4,1.4677595360103,0,0,100,0,100,0.01
54,201,-2.2447688906102,3.4,1.4585000428822,0,0,100,0,100,0.01
54,204,-2.2586267246685,3.4,1.4492405497542,0,0,100,0,100,0.01
54,207,-2.2724845587269,3.4,1.4399810566261,0,0,100,0,100,0.01
54,210,-2.2863423927852,3.4,1.430721563498,0,0,100,0,100,0.01
54,213,-2.3002002268436,3.4,1.42146207037,0,0,100,0,100,0.01
54,216,-2.314058060902,3.4,1.4122025772419,0,0,100,0,100,0.01
54,219,-2.3279158949603,3.4,1.4029430841138,0,0,100,0,100,0.01
54,222,-2.3417737290187,3.4,1.3936835909857,0,0,100,0,100,0.01
54,225,-2.355631563077,3.4,1.3844240978577,0,0,100,0,100,0.01
54,228,-2.3694893971354,3.4,1.3751646047296,0,0,100,0,100,0.01
54,231,-2.3833472311937,3.4,1.3659051116015,0,0,100,0,100,0.01
54,234,-2.3972050652521,3.4,1.3566456184734,0,0,100,0,100,0.01
54,237,-2.4110628993105,3.4,1.3473861253454,0,0,100,0,100,0.01
54,240,-2.4249207333688,3.4,1.3381266322173,0,0,100,0,100,0.01
54,243,-2.4387785674272,3.4,1.3288671390892,0,0,100,0,100,0.01
54,246,-2.4526364014855,3.4,1.3196076459612,0,0,100,0,100,0.01
54,249,-2.4664942355439,3.4,1.3103481528331,0,0,100,0,100,0.01
54,252,-2.4803520696022,3.4,1.301088659705,0,0,100,0,100,0.01
54,255,-2.4942099036606,3.4,1.2918291665769,0,0,100,0,100,0.01
54,258,-2.5080677377189,3.4,1.2825696734489,0,0,100,0,100,0.01
54,261,-2.5219255717773,3.4,1.2733101803208,0,0,100,0,100,0.01
54,264,-2.5357834058357,3.4,1.2640506871927,0,0,100,0,100,0.01
54,267,-2.549641239894,3.4,1.2547911940646,0,0,100,0,100,0.01
54,270,-2.5634990739524,3.4,1.2455317009366,0,0,100,0,100,0.01
54,273,-2.5773569080107,3.4,1.2362722078085,0,0,100,0,100,0.01
54,276,-2.5912147420691,3.4,1.2270127146804,0,0,100,0,100,0.01
54,279,-2.6050725761274,3.4,1.2177532215523,0,0,100,0,100,0.01
54,282,-2.6189304101858,3.4,1.2084937284243,0,0,100,0,100,0.01
54,285,-2.6327882442442,3.4,1.1992342352962,0,0,100,0,100,0.01
54,288,-2.6466460783025,3.4,1.1899747421681,0,0,100,0,100,0.01
54,291,-2.6605039123609,3.4,1.1807152490401,0,0,100,0,100,0.01
54,294,-2.6743617464192,3.4,1.171455755912,0,0,100,0,100,0.01
54,297,-2.6882195804776,3.4,1.1621962627839,0,0,100,0,100,0.01
54,300,-2.7020774145359,3.4,1.1529367696558,0,0,100,0,100,0.01
54,303,-2.7159352485943,3.4,1.1436772765278,0,0,100,0,100,0.01
54,306,-2.7297930826527,3.4,1.1344177833997,0,0,100,0,100,0.01
54,309,-2.743650916711,3.4,1.1251582902716,0,0,100,0,100,0.01
54,312,-2.7575087507694,3.4,1.1158987971435,0,0,100,0,100,0.01
54,315,-2.7713665848277,3.4,1.1066393040155,0,0,100,0,100,0.01
54,318,-2.7852244188861,3.4,1.0973798108874,0,0,100,0,100,0.01
54,321,-2.7990822529444,3.4,1.0881203177593,0,0,100,0,100,0.01
54,324,-2.8129400870028,3.4,1.0788608246313,0,0,100,0,100,0.01
54,327,-2.8267979210612,3.4,1.0696013315032,0,0,100,0,100,0.01
54,330,-2.8406557551195,3.4,1.0603418383751,0,0,100,0,100,0.01
54,333,-2.8545135891779,3.4,1.051082345247,0,0,100,0,100,0.01
54,336,-2.8683714232362,3.4,1.041822852119,0,0,100,0,100,0.01
54,339,-2.8822292572946,3.4,1.0325633589909,0,0,100,0,100,0.01
54,342,-2.8960870913529,3.4,1.0233038658628,0,0,100,0,100,0.01
54,345,-2.9099449254113,3.4,1.0140443727347,0,0,100,0,100,0.01
54,348,-2.9238027594696,3.4,1.0047848796067,0,0,100,0,100,0.01
54,351,-2.937660593528,3.4,0.9955253864786,0,0,100,0,100,0.01
54,354,-2.9515184275864,3.4,0.98626589335053,0,0,100,0,100,0.01
54,357,-2.9653762616447,3.4,0.97700640022245,0,0,100,0,100,0.01
54,360,-2.9792340957031,3.4,0.96774690709438,0,0,100,0,100,0.01
54,363,-2.9930919297614,3.4,0.95848741396631,0,0,100,0,100,0.01
54,366,-3.0069497638198,3.4,0.94922792083823,0,0,100,0,100,0.01
54,369,-3.0208075978781,3.4,0.93996842771016,0,0,100,0,100,0.01
54,372,-3.0346654319365,3.4,0.93070893458209,0,0,100,0,100,0.01
54,375,-3.0485232659949,3.4,0.92144944145402,0,0,100,0,100,0.01
54,378,-3.0623811000532,3.4,0.91218994832594,0,0,100,0,100,0.01
54,381,-3.0762389341116,3.4,0.90293045519787,0,0,100,0,100,0.01
54,384,-3.0900967681699,3.4,0.8936709620698,0,0,100,0,100,0.01
54,387,-3.1039546022283,3.4,0.88441146894172,0,0,100,0,100,0.01
54,390,-3.1178124362866,3.4,0.87515197581365,0,0,100,0,100,0.01
54,393,-3.131670270345,3.4,0.86589248268558,0,0,100,0,100,0.01
54,396,-3.1455281044034,3.4,0.8566329895575,0,0,100,0,100,0.01
54,399,-3.1593859384617,3.4,0.84737349642943,0,0,100,0,100,0.01
54,402,-3.1732437725201,3.4,0.83811400330136,0,0,100,0,100,0.01
54,405,-3.1871016065784,3.4,0.82885451017329,0,0,100,0,100,0.01
54,408,-3.2009594406368,3.4,0.81959501704521,0,0,100,0,100,0.01
54,411,-3.2148172746951,3.4,0.81033552391714,0,0,100,0,100,0.01
54,414,-3.2286751087535,3.4,0.80107603078907,0,0,100,0,100,0.01
54,417,-3.2425329428118,3.4,0.79181653766099,0,0,100,0,100,0.01
54,420,-3.2563907768702,3.4,0.78255704453292,0,0,100,0,100,0.01
54,423,-3.2702486109286,3.4,0.77329755140485,0,0,100,0,100,0.01
54,426,-3.2841064449869,3.4,0.76403805827677,0,0,100,0,100,0.01
54,429,-3.2979642790453,3.4,0.7547785651487,0,0,100,0,100,0.01
54,432,-3.3118221131036,3.4,0.74551907202063,0,0,100,0,100,0.01
54,435,-3.325679947162,3.4,0.73625957889256,0,0,100,0,100,0.01
54,438,-3.3395377812203,3.4,0.72700008576448,0,0,100,0,100,0.01
54,441,-3.3533956152787,3.4,0.71774059263641,0,0,100,0,100,0.01
54,444,-3.3672534493371,3.4,0.70848109950834,0,0,100,0,100,0.01
54,447,-3.3811112833954,3.4,0.69922160638026,0,0,100,0,100,0.01
54,450,-3.3949691174538,3.4,0.68996211325219,0,0,100,0,100,0.01
54,453,-3.4088269515121,3.4,0.68070262012412,0,0,100,0,100,0.01
54,456,-3.4226847855705,3.4,0.67144312699605,0,0,100,0,100,0.01
54,459,-3.4365426196288,3.4,0.66218363386797,0,0,100,0,100,0.01
54,462,-3.4504004536872,3.4,0.6529241407399,0,0,100,0,100,0.01
54,465,-3.4642582877456,3.4,0.64366464761183,0,0,100,0,100,0.01
54,468,-3.4781161218039,3.4,0.63440515448375,0,0,100,0,100,0.01
54,471,-3.4919739558623,3.4,0.62514566135568,0,0,100,0,100,0.01
54,474,-3.5058317899206,3.4,0.61588616822761,0,0,100,0,100,0.01
54,477,-3.519689623979,3.4,0.60662667509953,0,0,100,0,100,0.01
54,480,-3.5335474580373,3.4,0.59736718197146,0,0,100,0,100,0.01
54,483,-3.5474052920957,3.4,0.58810768884339,0,0,100,0,100,0.01
54,486,-3.5612631261541,3.4,0.57884819571532,0,0,100,0,100,0.01
54,489,-3.5751209602124,3.4,0.56958870258724,0,0,100,0,100,0.01
54,492,-3.5889787942708,3.4,0.56032920945917,0,0,100,0,100,0.01
54,495,-3.6028366283291,3.4,0.5510697163311,0,0,100,0,100,0.01
54,498,-3.6166944623875,3.4,0.54181022320302,0,0,100,0,100,0.01
54,501,-3.6305522964458,3.4,0.53255073007495,0,0,100,0,100,0.01
54,504,-3.6444101305042,3.4,0.52329123694688,0,0,100,0,100,0.01
54,507,-3.6582679645626,3.4,0.51403174381881,0,0,100,0,100,0.01
55,0,-3.6721257986209,3.4,0.50477225069073,0,0,100,0,100,0.01
55,3,-3.6859836326793,3.4,0.49551275756266,0,0,100,0,100,0.01
55,6,-3.6998414667376,3.4,0.48625326443459,0,0,100,0,100,0.01
55,9,-3.7128635714865,3.3942996654153,0.47755218683993,0,0,100,0,100,0.01
55,12,-3.7234792895544,3.3835865404415,0.47045900271861,0,0,100,0,100,0.01
55,15,-3.7304082091982,3.3691527855273,0.46582925440754,0,0,100,0,100,0.01
55,18,-3.7328146007932,3.3527393238178,0.46422135765085,0,0,100,0,100,0.01
55,21,-3.7328146053218,3.3360726571511,0.4642213546249,0,0,100,0,100,0.01
55,24,-3.7328146098505,3.3194059904845,0.46422135159894,0,0,100,0,100,0.01
55,27,-3.7328146143792,3.3027393238178,0.46422134857299,0,0,100,0,100,0.01
55,30,-3.7328146189078,3.2860726571511,0.46422134554703,0,0,100,0,100,0.01
55,33,-3.7328146234365,3.2694059904845,0.46422134252108,0,0,100,0,100,0.01
